spelling	defined_meaning_id
cercle de culture	1283986
cercle de récolte	1283986
agroglyphe	1283986
céréologie	1284103
céréologue	1284111
Grande Jamahiriya arabe libyenne populaire socialiste	8287
pain de sucre	1284267
polyglotte	1284291
polyglotte	1285153
polyglotte	1285168
multilingue	1284291
plurilingue	1284291
plurilingue	1285153
balafre	156420
pèse-lettre	1284418
mea culpa	1284460
autant pour moi	1284460
au temps pour moi	1284460
perce-neige	1284481
remise à neuf	350670
remettre à neuf	350681
restaurer	350681
rénover	350681
cryovolcan	1284730
pneumonectomie	1284831
pneumectomie	1284831
empreinte digitale	1058198
dactylogramme	1058198
droit à l'image	1285008
boomerang	1285089
microblog	1285211
miniblogue	1285211
microblogging	1285229
ibuprofène	1285306
acide alpha-méthyl-4-(2-méthylpropyl)benzènéthanoïque	1285306
antilaser	1285393
lavage d'intestin	1081364
lavage de l'intestin	1081364
microblogueur	1285472
diamant brut	1285623
nettoyer	1285681
drosophile	1285739
un tiens vaut mieux que deux tu l'auras	1285763
alémanique	378754
mieux vaut tenir que courir	1285763
tronçonneuse	915913
scie mécanique	915913
scie à chaine	915913
radial	1285934
radial	1285940
orthoradial	1285947
dressé	1089520
debout	1285979
métatarse	1286071
avant-pied	1286071
métatarsien	1286119
dépecer	1286134
dépeçage	1286140
dépècement	1286140
excellent	429036
on ne peut mieux	429036
salinisation	1286157
tétine	1286263
tototte	1286263
lezghien	746561
lezguien	746561
lesghien	746561
lezgi	746561
grand cachalot	1286410
cachalot	1286410
cachalot macrocéphale	1286410
traitement antirétroviral hautement actif	1286576
TAHA	1286576
Habacuc	1286587
Habaquq	1286587
mercredi des Cendres	1286640
libyen	1286725
mésange	970472
strigiforme	339205
AVC	8156
fatigue	503432
hibernation	1287665
sommeil hibernal	1287665
hiberner	1287729
diviser en quatre	1130055
coagulant	1287853
anti-coagulant	863706
anti-coagulant	1287869
angle mort	1288009
Cyrénaïque	1288044
pression des pneus	1288061
toubib	161474
médoc	5919
bonbec	371996
maladie de Crohn	1288098
raz-de-marée	3367
nourriture	1505
rhytidectomie	1288465
ridectomie	1288465
lissage	1288465
non-fumeur	1288510
non-fumeur	1326258
RAM	1288573
mémoire vive	1288573
serre-fil	1288588
domino électrique	1288588
pragois	1288742
praguois	1288742
Pragois	1288759
Praguois	1288759
minute de silence	1288868
orofacial	1288948
téléversement	1288959
transmettre	500804
infrarouge	682697
frugivore	1289151
frugivore	1289173
allergologie	1289182
avoir la pêche	1289279
avoir la patate	1289279
être en pleine forme	1289279
avoir la frite	1289279
péter le feu	1289279
péter la forme	1289279
gorille de montagne	1289379
gorille des montagnes	1289379
sitcom	1289421
comédie de situation	1289421
glande thyroïde	348132
thyroïdien	1289566
montagnes des Virunga	1289576
panaché	1289868
chamicuro	693801
guaraní du Paraguay	716190
rohingya	1290462
tai dam	556187
tai dam écrit	556193
tai dam parlé	556211
tai dam écrit en latin	556205
tupinamba	1290510
azéri du nord écrit	545699
azéri du nord parlé	545717
brescien	608332
viola	909774
tiran	847174
despote	847174
force aérodynamique	1290697
aérodontalgie	1290714
barodontalgie	1290714
continent noir	71
parémiologie	1290899
conductrice	161718
monorail	1290933
qbit	1112692
tel	344226
de cette façon	1290998
de cette manière	1290998
de la sorte	1290998
embarrassé	1291029
impôt sur la fortune	1291067
hépatite B	1291115
apidologie	1291139
Burkina-be	1000109
Burkinabe	1000109
Burkinais	1000109
Burkinabais	1000109
Burkina-fassien	1000109
burkinabè	1291478
burkinabé	1291478
volant de badminton	356539
lanterner	1291564
basket-ball	6375
redire	1291594
redire	1291599
redire	1291604
police judiciaire	1291622
alphabétisation	1291632
sèche-cheveux	1291653
sèche-cheveu	1291653
séchoir à cheveux	1291653
remuer ciel et terre	1291812
faire des pieds et des mains	1291812
mettre tout en œuvre	1291812
décapsuleur	904921
ouvre-bouteilles	904921
eau en bouteille	1291937
eau embouteillée	1291937
Botswanais	1291958
botswanais	1291961
mort-né	1291999
lecteur de DVD	1292112
lecteur DVD	1292112
coca	1292296
Algérois	1292375
entièrement	1143733
gratin	1292424
virement bancaire	1292439
haranguer	346668
admonester	346668
admonéter	346668
faire la leçon	346668
sermoner	346668
obsolescence programmée	1292490
désuétude planifiée	1292490
celui	1292514
-conque	1292514
dysphémisme	1144116
dysphémisme	1144145
dysphémistique	1145865
libéralisation	1185150
lila	1185280
violence domestique	1185599
-carde	1197226
filipino	604155
pilipino	604155
philippin	1292640
bisphénol A	1292708
BPA	1292708
indigène	479555
indigène	753905
espèce native	671571
cent-mille	1226225
cent mille	1226225
abdominoplastie	1288427
jupon	1292779
Colisée	1292854
amphithéâtre Flavien	1292854
acaricide	1292904
acaricide	1292941
narval	1292979
licorne des mers	1292979
baccalauréat en arts	1293044
baccalauréat ès arts	1293044
betterave rouge	1277422
avoir besoin de	699197
Nobel	615173
Nobel	743283
nobéliste	615173
pied planche	1293474
pied de planche	1293474
polystyrène	1293724
chaise à bascule	987215
berçante	987215
berceuse	987215
chaise berceuse	987215
chaise pendulaire	987215
chaise berçante	987215
rocking chair	987215
Augusta	366899
rétention de sûreté	1293810
détention de sûreté	1293810
sirop	844133
adipocire	1293904
gras de cadavre	1293904
extravasation	747777
dendrimère	1294051
pinnipède	2810
muséologie	1294510
muséologique	1294518
muséologiquement	1294524
drachme	1294911
drachme moderne grecque	1294911
encadrement de porte	1294957
prendre un bain	1295154
chevêche d'Athéna	1295169
chouette chevêche	1295169
gencive	1295456
ketchup	1295468
horloge atomique	1295741
réaction triple α	1295772
réaction triple alpha	1295772
principe anthropique	1295857
phoque commun	1296078
veau marin	1296078
poulet domestique	5778
cordophone	400958
pixeliser	1296355
siphonophore	1296368
siphonophores	1296375
physalie	1296388
Sardaigne	1296485
Bouches de Bonifacio	1296560
armonica de verre	1296497
arum titan	1297196
gomme à effacer	1297216
gomme	1297216
roulé à la cannelle	1297330
pince-étau	1297650
s'esbigner	414377
pourboire	1297867
magasin de chaussures	1297945
songe	6369
bouffer	5827
donner naissance	541498
mettre au monde	541498
énergie sombre	1298600
énergie noire	1298600
astrocyte	1298814
chaine de montagnes	2425
chaîne de montagnes	2425
crabe	510370
Martien	402917
minnan	8195
min-nan	8195
min nan	8195
minnan (POJ)	1299485
minnan (simplifié)	1299489
minnan (traditionnel)	1299493
colibacille	1299610
péripapillaire	1299648
salle d'attente	1299654
hennissement	1299696
hennir	1299747
à l'instant	1159914
polypore versicolore	1300071
baleine bleue	1300096
rorqual bleu	1300096
rorqual de Sibbald	1300096
suspense	1300310
table basse	1300329
table de salon	1300329
huile alimentaire	1300436
huile comestible	1300436
Juda	1300477
anthozoaires	1300640
fibre de coton	781
cotonnier	1300711
bleu électrique	1300911
ornithologue	715707
ornithologue	1148331
ornithologue	1148334
ornithologiste	715707
ornithologiste	1148331
ornithologiste	1148334
mégapixel	1300932
cigarette électronique	1300940
e-cigarette	1300940
suprapubique	1301001
pubis	1301007
os du pubis	1301007
os pubis	1301007
carbonate de soude	1301055
carbonate de sodium	1301055
boisson gazeuse	1301104
eau acidule	7357
eau effervescente	7357
comédie romantique	1301234
comédie sentimentale	1301234
tlingit	709499
pygargue à tête blanche	1301457
canoë	911657
hopi	708843
potawatomi	709409
Palatinat rhénan	1301619
hacker	1301733
verge anglaise	339629
langue tchadique	571109
cognassier du Japon	1301891
poirier du japon	1301891
cognassier à fleurs	1301905
humide	1301943
rhombicuboctaèdre	1301982
petit rhombicuboctaèdre	1301982
effaceur	1302090
transpiration végétale	3842
diapir	1302282
diapirique	1302316
diapirisme	1302322
entérohémorragique	1302332
asymptomatique	864905
décalage horaire	1302361
dollar des États-Unis	337477
dollar US	337477
bull terrier	718119
bull-terrier	718119
tricéphale	1302504
Cilento	679729
lémanique	1302544
lac Léman	1302548
lac de Genève	1302548
faire frire	425934
rayé	1302768
à rayures	1302768
antidiabétique	1302817
antidiabétique	1302820
casleu	1302845
Kislev	1302845
sexiste	1303051
sexiste	1303067
interrogation	1303413
interro	1303413
quiz	1303416
platax atlantique	1303610
comment ça va ?	1303682
ça va ?	1303682
épervier autour	1052533
autour commun	1052533
gros épervier	1052533
émouchet des pigeons	1052533
épervier bleu	1052533
aigle chasseur	1052533
gros ratier	1052533
baclofène	1303806
graphématique	1303946
ailé	1303981
dialogue en ligne	1304119
tchat	1304119
chatter	1304122
A.R.	1304183
avis de réception	1304183
accusé de réception	1304183
pâte dentifrice	1304250
pâte à dents	1304250
nom commun	1304360
venir à l'existence	1304488
roture	1304571
roture	1304574
roturier	1304578
roturier	1304581
explication monocausale	889963
école de filles	1304622
Xiamen	1304688
nakh	565028
langues nakh	565028
langues caucasiennes	564610
soupe de lettres	156132
soupe aux lettres	156132
jungle de sigles	156134
archaïque	654366
mandarine satsuma	1304815
lamba	883129
delphinarium	1304976
mandarine de satsuma	1304815
orange de satsuma	1304815
mandarinier satsuma	1304783
satsuma mandarin	1304783
intraveineux	712359
après-shampooing	1305110
beffroi	885798
côtoyer	1305630
mapuche	6826
imperturbable	1305703
inébranlable	1305703
imperturbablement	1305717
imperturbabilité	1305724
poujadisme	1305736
République socialiste du Viêt Nam	8344
trou normand	1305948
clafoutis	1305954
clafouti	1305954
millard	1305954
chalcopyrite	1306011
magasin d'occasion	1306022
retraité	1306035
herpétologiste	799436
erpétologiste	799436
herpétologue	799436
ichthyologue	799473
ichthyologiste	799473
luthiste	800432
joueur de luth	800432
Beja	652726
Beja	653012
district de Beja	653012
guató	716117
Yahoo!	691868
délibérément	1151666
espérantiste	1128213
épenthétique	1126921
byzantin	1136918
Vila Real	666356
district de Vila Real	666356
cao miao	557404
mjiuniang	557404
langues kam-sui	557368
langues kam-tai	555286
cao miao écrit	557410
cao miao écrit en chinois	557416
cao miao écrit en latin	557422
cao miao parlé	557428
débris spatial	3573
être satisfait	1306331
épidémiologique	1306348
chtarbé	833779
schtarbé	833779
vitamine B12	682583
cobalamine	682583
parmesan	1306664
tableau blanc	1306703
astérisme	1306824
chevelure de Bérénice	1306856
Grande Ourse	1306985
âge médian	1307031
dépeuplement	1307037
déclin démographique	1307037
démondialisation	1307055
déglobalisation	1307055
araméen ancien	1070320
Gaule	1307172
coupe du monde	1307291
coupe du monde	1307321
championnat du monde	1307291
macaroni au fromage	1077279
inlandsis	1307432
stressant	1307446
mort cérébrale	1307494
chargeuse pelleteuse	1307629
rétrocaveuse	1307629
chargeuse-pelleteuse	1307629
tractopelle	1307629
assyrien néo-araméen	1071636
Aymara	931633
Aimara	931633
aymara	810024
aimara	810024
aymara parlé	598338
aymara central	669995
aymara méridional	669941
bikol central	671138
bon anniversaire	1307861
joyeux anniversaire	1307861
jinghpo	735811
same du Sud	680972
same méridional	680972
diola fogny	706298
swati	742442
venda	1308439
onusien	1308634
onusiaque	1308634
scripturaire	1308674
conflagration	1308701
conflagration	1308706
imprécateur	1308751
imprécateur	1308756
État islamique d'Afghanistan	5753
squamish	1308779
Soudan du Sud	1308789
République du Soudan du Sud	1308789
Sud-Soudan	1308789
eyak	708777
Port-Louis	1308812
géorgique	475583
géorgique	1308824
liseuse	1308925
liseuse électronique	1308925
dhuwal	706009
duwal	706009
djinba	699598
koriak	575062
koryak	575062
itenez	729159
moré	729159
foramen	1158583
varanidés	643796
varanidé	1309061
tsunamite	1309078
sédimentologique	1309084
sédimentologiquement	1309090
tamasheq	560121
Kwakwaka'wakw	1309163
kwak'wala	880684
kwakiutl	880684
kwagiutl	880684
wari'	1309183
wari	1309183
uari	1309183
huari	1309183
pacaas novos	1309183
pakaá nova	1309183
jaminjung	699610
fait main	1309225
sexagénaire	1309249
sexagénaire	1309252
soixantenaire	1309249
soixantenaire	1309252
surnuméraire	1309280
naine blanche	1309288
tsez	565670
dido	565670
adverbe de lieu	424291
adverbe de lieu	424299
tavelure du pommier	1309389
abaza	564914
porte d'embarquement	1309409
despotique	1069751
autoritairement	1309438
tyranniquement	1309438
Madame	5600
trois cents	1309556
trois-cents	1309556
recoudre	1309570
fusée	1309603
portatif	7625
caméra	405877
Touareg	1309728
eusocialité	1309748
eusocial	1309756
astre chevelu	446805
chevelu	1309778
ver de Guinée	1309790
filaire de Médine	1309790
pardessus	1310038
quatre-yeux	1310091
anableps	1310091
anableps	1310099
s'enregistrer	1310113
s'enregistrer	1360555
autel des holocaustes	1310244
autel de l'holocauste	1310244
autel d’airain	1310244
autel de bronze	1310244
basilecte	1163935
Empire latin de Constantinople	1310434
mastoc	882274
déplorablement	1310655
Corne de l'Afrique	1310666
ruban adhésif	1310715
scotch	1310715
station de télévision	1310741
station de télévision	1310744
carabidé	1310828
Carabidés	1310837
ingrate	1311051
archæoptéryx	1311114
archéoptéryx	1311114
comtesse	1311237
héméralopie	712764
cécité nocturne	712764
cécité crépusculaire	712764
héméralope	1311317
vision de nuit	1311323
vision nocturne	1311323
nyctalopie	1311323
cécité diurne	1311300
palmier à huile	1311337
huile de palme	1311510
céphalométrie	1311715
céphalométrique	1311721
céphalomètre	1311727
muqueuse utérine	1311795
dentelle utérine	1311795
endomètre	1311795
démangeaison	1311851
lointain	5997
éloigné	5997
gravimétrique	1312048
gravimètre	1312054
gravimétrie	1312074
hamster d'Imhause	1312110
hamster d'Imhaus	1312110
rat à crête	1312110
rat à crinière	1312110
démanger	1312155
ouabaine	1312337
ouabaïne	1312337
g-strophanthine	1312337
wiradjuri	7751
liburnien	1312577
Liburnien	1312580
Liburniens	1312591
Liburnie	1312599
discuter	961654
tonton	5806
radiodurcissement	1312903
radiodurci	1312909
merle noir	541807
tunica	1312921
région d'Ayacucho	896343
quechua d'Ayacucho	1312947
quechua de Cusco	1312958
autant que	1312978
autant que	1314182
en proportion de ce que	1312978
outarde houbara	1313073
outarde houbara d'Afrique	1313073
meilleurs vœux	1313106
tumoral	1313186
fax	1313306
fax	1313309
télécopieur	1313309
téléfax	1313309
chasser les démons par Belzébuth	1313329
capitaliste	1226273
capitaliste	1226288
capitaliste	1313403
Earl Grey	1313432
goujon	1313517
château de sable	1313561
gémellaire	1313797
M	1313812
Monsieur	1313812
arabe marocain	668082
hosto	1782
vivipare	1314056
vivipare	1314084
viviparité	1314070
viviparement	1314079
selon que	1314182
goutteux	1314345
droits patrimoniaux d'auteur	1314374
sidérophile	1314411
pourave	1314416
pourrave	1314416
nul à chier	1314427
merdique	1314416
minable	1314416
animal productif	1314442
hématophage	1314473
sanguinivore	1314473
vichyssoise	1314535
douche	1314632
se doucher	1314635
prendre une douche	1314635
doucher	1314750
verre à vin	1314922
amazake	1314988
lait de riz	1315024
rosace	1315051
lait de céréales	1315012
lave-linge	1117759
réchauffer	635575
papeterie	1315260
articles de bureau	1315260
lampe à incandescence	406777
ampoule à incandescence	406777
lampe incandescente	406777
prise électrique	1018154
prise électrique	1315550
prise mâle	1315550
fiche	1315550
fiche	1397266
quel âge as-tu ?	1315818
quel âge avez-vous ?	1315821
cacahouète	161168
cacahuète	161168
frais de scolarité	1316082
frais d'inscription	1316082
quatre cents	1316121
quatre-cents	1316121
hongkongais	1316179
commander de la nourriture	1316188
s'inquiéter	1316305
se faire du souci	1316305
SMS	1316372
